word	hyphenated	song	occurrence	syllables	context
near	near	*	*	1	*
neath	neath	*	*	1	*
neck	neck	*	*	1	*
need	need	*	*	1	*
needful	need·ful	*	*	2	*
needy	need·y	*	*	2	*
neglect	ne·glect	*	*	2	*
neglected	ne·glect·ed	*	*	3	*
neglecting	ne·glect·ing	*	*	3	*
negligent	neg·li·gent	*	*	3	*
neighbors	neigh·bors	*	*	2	*
neither	nei·ther	*	*	2	*
never	nev·er	*	*	2	*
nevermore	nev·er·more	*	*	3	*
new	new	*	*	1	*
news	news	*	*	1	*
next	next	*	*	1	*
nigh	nigh	*	*	1	*
night	night	*	*	1	*
nightingale	night·in·gale	*	*	3	*
nights	nights	*	*	1	*
no	no	*	*	1	*
noble	no·ble	*	*	2	*
nobler	no·bler	*	*	2	*
nobly	no·bly	*	*	2	*
nod	nod	*	*	1	*
noise	noise	*	*	1	*
none	none	*	*	1	*
noon	noon	*	*	1	*
noonday	noon·day	*	*	2	*
nor	nor	*	*	1	*
north	north	*	*	1	*
not	not	*	*	1	*
notes	notes	*	*	1	*
nothing	noth·ing	*	*	2	*
notwithstanding	not·with·stand·ing	*	*	4	*
now	now	*	*	1	*
nowhere	no·where	*	*	2	*
numbers	num·bers	*	*	2	*
o	o	*	*	1	*
oaths	oaths	*	*	1	*
obedience	o·be·di·ence	*	*	4	*
obedient	o·be·di·ent	*	*	4	*
obey	o·bey	*	*	2	*
objects	ob·jects	*	*	2	*
oblation	ob·la·tion	*	*	3	*
observe	ob·serve	*	*	2	*
observed	ob·served	*	*	2	*
obtain	ob·tain	*	*	2	*
obtained	ob·tained	*	*	2	*
ocean	o·cean	*	*	2	*
of	of	*	*	1	*
off	off	*	*	1	*
offer	of·fer	*	*	2	*
offspring	off·spring	*	*	2	*
oft	oft	*	*	1	*
often	of·ten	*	*	2	*
oh	oh	*	*	1	*
oil	oil	*	*	1	*
old	old	*	*	1	*
old-fashioned	old·-fash·ioned	*	*	3	*
omnipotent	om·nip·o·tent	*	*	4	*
on	on	*	*	1	*
once	once	*	*	1	*
one	one	*	*	1	*
only	on·ly	*	*	2	*
onward	on·ward	*	*	2	*
open	o·pen	*	*	2	*
opened	o·pened	*	*	2	*
opens	o·pens	*	*	2	*
oppose	op·pose	*	*	2	*
opposed	op·posed	*	*	2	*
oppressed	op·pressed	*	*	2	*
or	or	*	*	1	*
orb	orb	*	*	1	*
ordained	or·dained	*	*	2	*
order	or·der	*	*	2	*
ordered	or·dered	*	*	2	*
orders	or·ders	*	*	2	*
other	oth·er	*	*	2	*
ought	ought	*	*	1	*
our	our	*	*	1	*
ours	ours	*	*	1	*
out	out	*	*	1	*
outshine	out·shine	*	*	2	*
outstrip	out·strip	*	*	2	*
over	o·ver	*	*	2	*
overcome	o·ver·come	*	*	3	*
overcoming	o·ver·com·ing	*	*	4	*
overflow	o·ver·flow	*	*	3	*
overflowing	o·ver·flow·ing	*	*	4	*
overflows	o·ver·flows	*	*	3	*
overgrown	o·ver·grown	*	*	3	*
overspread	o·ver·spread	*	*	3	*
overwhelmed	o·ver·whelmed	*	*	3	*
owe	owe	*	*	1	*
own	own	*	*	1	*
owns	owns	*	*	1	*
p	p	*	*	1	*
page	page	*	*	1	*
paid	paid	*	*	1	*
pain	pain	*	*	1	*
painfully	pain·ful·ly	*	*	3	*
pains	pains	*	*	1	*
palace	pal·ace	*	*	2	*
pale	pale	*	*	1	*
paler	pal·er	*	*	2	*
palm	palm	*	*	1	palm-wreaths
palms	palms	*	*	1	*
pangs	pangs	*	*	1	*
pant	pant	*	*	1	*
pants	pants	*	*	1	*
paradise	par·a·dise	*	*	3	*
pardon	par·don	*	*	2	*
parental	pa·ren·tal	*	*	3	*
parents	par·ents	*	*	2	*
part	part	*	*	1	*
partake	par·take	*	*	2	*
parted	part·ed	*	*	2	*
parting	part·ing	*	*	2	*
partner	part·ner	*	*	2	*
parts	parts	*	*	1	*
pass	pass	*	*	1	*
passed	passed	*	*	1	*
passing	pass·ing	*	*	2	*
passion	pas·sion	*	*	2	*
passive	pas·sive	*	*	2	*
past	past	*	*	1	*
pasture	pas·ture	*	*	2	*
pastures	pas·tures	*	*	2	*
path	path	*	*	1	*
paths	paths	*	*	1	*
pathway	path·way	*	*	2	*
patience	pa·tience	*	*	2	*
pattern	pat·tern	*	*	2	*
patterns	pat·terns	*	*	2	*
paved	paved	*	*	1	*
pay	pay	*	*	1	*
peace	peace	*	*	1	*
peaceful	peace·ful	*	*	2	*
pearl	pearl	*	*	1	*
pearls	pearls	*	*	1	*
penitent	pen·i·tent	*	*	3	*
penitential	pen·i·ten·tial	*	*	4	*
pensively	pen·sive·ly	*	*	3	*
people	peo·ple	*	*	2	*
perceive	per·ceive	*	*	2	*
perfect	per·fect	*	*	2	*
perform	per·form	*	*	2	*
perfume	per·fume	*	*	2	*
perfumes	per·fumes	*	*	2	*
perhaps	per·haps	*	*	2	*
peril	per·il	*	*	2	*
period	pe·ri·od	*	*	3	*
perish	per·ish	*	*	2	*
permanent	per·ma·nent	*	*	3	*
persecution	per·se·cu·tion	*	*	4	*
perverted	per·vert·ed	*	*	3	*
phantom	phan·tom	*	*	2	*
physician	phy·si·cian	*	*	3	*
piercing	pierc·ing	*	*	2	*
pilgrim	pil·grim	*	*	2	*
pillar	pil·lar	*	*	2	*
pillars	pil·lars	*	*	2	*
pillow	pil·low	*	*	2	*
pillows	pil·lows	*	*	2	*
pilot	pi·lot	*	*	2	*
pinched	pinched	*	*	1	*
pine	pine	*	*	1	*
pinions	pin·ions	*	*	2	*
pious	pi·ous	*	*	2	*
pities	pit·ies	*	*	2	*
pitiful	pit·i·ful	*	*	3	*
pity	pit·y	*	*	2	*
pitying	pit·y·ing	*	*	3	*
place	place	*	*	1	*
placed	placed	*	*	1	*
plain	plain	*	*	1	*
plan	plan	*	*	1	*
plant	plant	*	*	1	*
plantation	plan·ta·tion	*	*	3	*
plants	plants	*	*	1	*
play	play	*	*	1	*
plays	plays	*	*	1	*
plea	plea	*	*	1	*
plead	plead	*	*	1	*
pleads	pleads	*	*	1	*
pleasant	pleas·ant	*	*	2	*
please	please	*	*	1	*
pleased	pleased	*	*	1	*
pleases	pleas·es	*	*	2	*
pleasing	pleas·ing	*	*	2	*
pleasure	pleas·ure	*	*	2	*
pleasures	pleas·ures	*	*	2	*
plunged	plunged	*	*	1	*
point	point	*	*	1	*
points	points	*	*	1	*
pole	pole	*	*	1	*
pomp	pomp	*	*	1	*
pool	pool	*	*	1	*
poor	poor	*	*	1	*
poplar	pop·lar	*	*	2	*
port	port	*	*	1	*
portion	por·tion	*	*	2	*
ports	ports	*	*	1	*
possess	pos·sess	*	*	2	*
possessed	pos·sessed	*	*	2	*
pour	pour	*	*	1	*
poured	poured	*	*	1	*
pouring	pour·ing	*	*	2	*
pours	pours	*	*	1	*
poverty	pov·er·ty	*	*	3	*
power	pow·er	*	*	2	*
powerful	pow·er·ful	*	*	3	*
powers	pow·ers	*	*	2	*
praise	praise	*	*	1	*
praised	praised	*	*	1	*
praises	prais·es	*	*	2	*
praising	prais·ing	*	*	2	*
pray	pray	*	*	1	*
prayed	prayed	*	*	1	*
praying	pray·ing	*	*	2	*
prays	prays	*	*	1	*
preach	preach	*	*	1	*
preaching	preach·ing	*	*	2	*
precious	pre·cious	*	*	2	*
prepare	pre·pare	*	*	2	*
prepared	pre·pared	*	*	2	*
presence	pres·ence	*	*	2	*
presenting	pre·sent·ing	*	*	3	*
preserve	pre·serve	*	*	2	*
preserved	pre·served	*	*	2	*
press	press	*	*	1	*
pressed	pressed	*	*	1	*
pressing	press·ing	*	*	2	*
prevent	pre·vent	*	*	2	*
price	price	*	*	1	*
pride	pride	*	*	1	*
priest	priest	*	*	1	*
priests	priests	*	*	1	*
prime	prime	*	*	1	*
prince	prince	*	*	1	*
princely	prince·ly	*	*	2	*
prison	pris·on	*	*	2	*
prisons	pris·ons	*	*	2	*
prize	prize	*	*	1	*
probation	pro·ba·tion	*	*	3	*
proceed	pro·ceed	*	*	2	*
proclaim	pro·claim	*	*	2	*
proclaimed	pro·claimed	*	*	2	*
proclaims	pro·claims	*	*	2	*
profanely	pro·fane·ly	*	*	3	*
profit	prof·it	*	*	2	*
prolong	pro·long	*	*	2	*
prolonged	pro·longed	*	*	2	*
promise	prom·ise	*	*	2	*
promised	prom·ised	*	*	2	*
promises	prom·is·es	*	*	3	*
prone	prone	*	*	1	*
pronounced	pro·nounced	*	*	2	*
propelled	pro·pelled	*	*	2	*
proper	prop·er	*	*	2	*
prophet	proph·et	*	*	2	*
prospect	pros·pect	*	*	2	*
prospects	pros·pects	*	*	2	*
prosperity	pros·per·i·ty	*	*	4	*
prostrate	pros·trate	*	*	2	*
protecting	pro·tect·ing	*	*	3	*
protector	pro·tec·tor	*	*	3	*
proud	proud	*	*	1	*
prove	prove	*	*	1	*
provide	pro·vide	*	*	2	*
providence	prov·i·dence	*	*	3	*
prudence	pru·dence	*	*	2	*
publish	pub·lish	*	*	2	*
purchase	pur·chase	*	*	2	*
pure	pure	*	*	1	*
purer	pur·er	*	*	2	*
purity	pu·ri·ty	*	*	3	*
purple	pur·ple	*	*	2	*
purposed	pur·posed	*	*	2	*
pursue	pur·sue	*	*	2	*
pursuit	pur·suit	*	*	2	*
put	put	*	*	1	*
queen	queen	*	*	1	*
quench	quench	*	*	1	*
quenched	quenched	*	*	1	*
question	ques·tion	*	*	2	*
quick	quick	*	*	1	*
quickly	quick·ly	*	*	2	*
quit	quit	*	*	1	*
quite	quite	*	*	1	*
r	r	*	*	1	*
race	race	*	*	1	*
radiance	ra·di·ance	*	*	3	*
radiant	ra·di·ant	*	*	3	*
rage	rage	*	*	1	*
raging	rag·ing	*	*	2	*
raiment	rai·ment	*	*	2	*
rain	rain	*	*	1	*
rains	rains	*	*	1	*
raise	raise	*	*	1	*
raised	raised	*	*	1	*
ran	ran	*	*	1	*
range	range	*	*	1	*
ranged	ranged	*	*	1	*
rank	rank	*	*	1	*
ranks	ranks	*	*	1	*
ransom	ran·som	*	*	2	*
ransomed	ran·somed	*	*	2	*
rapture	rap·ture	*	*	2	*
raptured	rap·tured	*	*	2	*
rapturous	rap·tur·ous	*	*	3	*
rather	rath·er	*	*	2	*
ravished	rav·ished	*	*	2	*
ravishing	rav·ish·ing	*	*	3	*
ray	ray	*	*	1	*
rays	rays	*	*	1	*
reach	reach	*	*	1	*
reached	reached	*	*	1	*
read	read	*	*	1	*
ready	read·y	*	*	2	*
real	real	*	*	1	*
realm	realm	*	*	1	*
reap	reap	*	*	1	*
reared	reared	*	*	1	*
reason	rea·son	*	*	2	*
rebel	re·bel	*	*	2	*
rebellion	re·bel·lion	*	*	3	*
rebellious	re·bel·lious	*	*	3	*
rebels	re·bels	*	*	2	*
rebounding	re·bound·ing	*	*	3	*
recall	re·call	*	*	2	*
recedes	re·cedes	*	*	2	*
receive	re·ceive	*	*	2	*
received	re·ceived	*	*	2	*
receives	re·ceives	*	*	2	*
reclining	re·clin·ing	*	*	3	*
recollection	rec·ol·lec·tion	*	*	4	*
record	re·cord	*	*	2	*
recount	re·count	*	*	2	*
recounting	re·count·ing	*	*	3	*
red	red	*	*	1	*
redeem	re·deem	*	*	2	*
redeemed	re·deemed	*	*	2	*
redeemer	re·deem·er	*	*	3	*
redeeming	re·deem·ing	*	*	3	*
redemption	re·demp·tion	*	*	3	*
refine	re·fine	*	*	2	*
refined	re·fined	*	*	2	*
refining	re·fin·ing	*	*	3	*
reflect	re·flect	*	*	2	*
refresh	re·fresh	*	*	2	*
refreshing	re·fresh·ing	*	*	3	*
refuge	ref·uge	*	*	2	*
refulgent	re·ful·gent	*	*	3	*
regain	re·gain	*	*	2	*
regard	re·gard	*	*	2	*
region	re·gion	*	*	2	*
reign	reign	*	*	1	*
reigns	reigns	*	*	1	*
reject	re·ject	*	*	2	*
rejected	re·ject·ed	*	*	3	*
rejoice	re·joice	*	*	2	*
rejoiced	re·joiced	*	*	2	*
rejoicing	re·joic·ing	*	*	3	*
relative	rel·a·tive	*	*	3	*
release	re·lease	*	*	2	*
releasing	re·leas·ing	*	*	3	*
relenting	re·lent·ing	*	*	3	*
relief	re·lief	*	*	2	*
relieve	re·lieve	*	*	2	*
relieved	re·lieved	*	*	2	*
religion	re·li·gion	*	*	3	*
religious	re·li·gious	*	*	3	*
rely	re·ly	*	*	2	*
remain	re·main	*	*	2	*
remaining	re·main·ing	*	*	3	*
remains	re·mains	*	*	2	*
remember	re·mem·ber	*	*	3	*
remnant	rem·nant	*	*	2	*
remotest	re·mot·est	*	*	3	*
remove	re·move	*	*	2	*
removed	re·moved	*	*	2	*
rend	rend	*	*	1	*
render	ren·der	*	*	2	*
renew	re·new	*	*	2	*
renewed	re·newed	*	*	2	*
renounce	re·nounce	*	*	2	*
renown	re·nown	*	*	2	*
renowned	re·nowned	*	*	2	*
repay	re·pay	*	*	2	*
repeat	re·peat	*	*	2	*
repeats	re·peats	*	*	2	*
repent	re·pent	*	*	2	*
repentance	re·pen·tance	*	*	3	*
repenting	re·pent·ing	*	*	3	*
repine	re·pine	*	*	2	*
replies	re·plies	*	*	2	*
repose	re·pose	*	*	2	*
reprove	re·prove	*	*	2	*
reputation	rep·u·ta·tion	*	*	4	*
request	re·quest	*	*	2	*
rescue	res·cue	*	*	2	*
rescued	res·cued	*	*	2	*
rescues	res·cues	*	*	2	*
residence	res·i·dence	*	*	3	*
resides	re·sides	*	*	2	*
resign	re·sign	*	*	2	*
resigned	re·signed	*	*	2	*
resistless	re·sist·less	*	*	3	*
resolve	re·solve	*	*	2	*
resolved	re·solved	*	*	2	*
resort	re·sort	*	*	2	*
resound	re·sound	*	*	2	*
rest	rest	*	*	1	*
resting	rest·ing	*	*	2	*
restless	rest·less	*	*	2	*
restore	re·store	*	*	2	*
resurrection	res·ur·rec·tion	*	*	4	*
retired	re·tired	*	*	2	*
retreat	re·treat	*	*	2	*
return	re·turn	*	*	2	*
returned	re·turned	*	*	2	*
returning	re·turn·ing	*	*	3	*
returns	re·turns	*	*	2	*
reveal	re·veal	*	*	2	*
revealed	re·vealed	*	*	2	*
revere	re·vere	*	*	2	*
revered	re·vered	*	*	2	*
reverential	rev·er·en·tial	*	*	4	*
reverse	re·verse	*	*	2	*
reversion	re·ver·sion	*	*	3	*
revival	re·viv·al	*	*	3	*
revive	re·vive	*	*	2	*
revived	re·vived	*	*	2	*
revives	re·vives	*	*	2	*
reviving	re·viv·ing	*	*	3	*
revolted	re·volt·ed	*	*	3	*
revolve	re·volve	*	*	2	*
revolves	re·volves	*	*	2	*
reward	re·ward	*	*	2	*
rich	rich	*	*	1	*
richer	rich·er	*	*	2	*
riches	rich·es	*	*	2	*
richest	rich·est	*	*	2	*
richly	rich·ly	*	*	2	*
ride	ride	*	*	1	*
rides	rides	*	*	1	*
ridges	ridg·es	*	*	2	*
right	right	*	*	1	*
righteous	right·eous	*	*	2	*
righteously	right·eous·ly	*	*	3	*
righteousness	right·eous·ness	*	*	3	*
rightly	right·ly	*	*	2	*
ring	ring	*	*	1	*
ringing	ring·ing	*	*	2	*
rise	rise	*	*	1	*
risen	ris·en	*	*	2	*
rises	ris·es	*	*	2	*
rising	ris·ing	*	*	2	*
rival	ri·val	*	*	2	*
river	riv·er	*	*	2	*
rivers	riv·ers	*	*	2	*
road	road	*	*	1	*
roam	roam	*	*	1	*
roar	roar	*	*	1	*
roaring	roar·ing	*	*	2	*
roars	roars	*	*	1	*
robed	robed	*	*	1	*
robes	robes	*	*	1	*
rock	rock	*	*	1	*
rocks	rocks	*	*	1	*
rocky	rock·y	*	*	2	*
rod	rod	*	*	1	*
rode	rode	*	*	1	*
roe	roe	*	*	1	*
roll	roll	*	*	1	*
rolled	rolled	*	*	1	*
rolling	roll·ing	*	*	2	*
rolls	rolls	*	*	1	*
roof	roof	*	*	1	*
room	room	*	*	1	*
rose	rose	*	*	1	*
rough	rough	*	*	1	*
round	round	*	*	1	*
rounds	rounds	*	*	1	*
rouse	rouse	*	*	1	*
royal	roy·al	*	*	2	*
royally	roy·al·ly	*	*	3	*
rude	rude	*	*	1	*
rugged	rug·ged	*	*	2	*
ruin	ru·in	*	*	2	*
ruined	ru·ined	*	*	2	*
rule	rule	*	*	1	*
rules	rules	*	*	1	*
ruling	rul·ing	*	*	2	*
run	run	*	*	1	*
running	run·ning	*	*	2	*
rushing	rush·ing	*	*	2	*
s	s	*	*	1	*
sacred	sa·cred	*	*	2	*
sacrifice	sac·ri·fice	*	*	3	*
sad	sad	*	*	1	*
safe	safe	*	*	1	*
safely	safe·ly	*	*	2	*
safety	safe·ty	*	*	2	*
said	said	*	*	1	*
sail	sail	*	*	1	*
sailed	sailed	*	*	1	*
sailor	sail·or	*	*	2	*
sails	sails	*	*	1	*
saint	saint	*	*	1	*
sainted	saint·ed	*	*	2	*
saints	saints	*	*	1	*
saith	saith	*	*	1	*
salvation	sal·va·tion	*	*	3	*
same	same	*	*	1	*
sanctify	sanc·ti·fy	*	*	3	*
sanctifying	sanc·ti·fy·ing	*	*	4	*
sanctuary	sanc·tu·ar·y	*	*	4	*
sand	sand	*	*	1	*
sands	sands	*	*	1	*
sang	sang	*	*	1	*
sank	sank	*	*	1	*
sat	sat	*	*	1	*
satisfied	sat·is·fied	*	*	3	*
save	save	*	*	1	*
saved	saved	*	*	1	*
saves	saves	*	*	1	*
saving	sav·ing	*	*	2	*
savior	sav·ior	*	*	2	*
saw	saw	*	*	1	*
say	say	*	*	1	*
saying	say·ing	*	*	2	*
scan	scan	*	*	1	*
scarce	scarce	*	*	1	*
scars	scars	*	*	1	*
scattered	scat·tered	*	*	2	*
scatters	scat·ters	*	*	2	*
scene	scene	*	*	1	*
scoffing	scoff·ing	*	*	2	*
scorching	scorch·ing	*	*	2	*
scorn	scorn	*	*	1	*
scourging	scourg·ing	*	*	2	*
screen	screen	*	*	1	*
sea	sea	*	*	1	*
seal	seal	*	*	1	*
sealed	sealed	*	*	1	*
seals	seals	*	*	1	*
seaman	sea·man	*	*	2	*
search	search	*	*	1	*
searched	searched	*	*	1	*
season	sea·son	*	*	2	*
seat	seat	*	*	1	*
seated	seat·ed	*	*	2	*
seats	seats	*	*	1	*
second	sec·ond	*	*	2	*
secret	se·cret	*	*	2	*
secure	se·cure	*	*	2	*
secures	se·cures	*	*	2	*
see	see	*	*	1	*
seed	seed	*	*	1	*
seeing	see·ing	*	*	2	*
seek	seek	*	*	1	*
seeking	seek·ing	*	*	2	*
seeks	seeks	*	*	1	*
seem	seem	*	*	1	*
seemed	seemed	*	*	1	*
seeming	seem·ing	*	*	2	*
seems	seems	*	*	1	*
seen	seen	*	*	1	*
sees	sees	*	*	1	*
seize	seize	*	*	1	*
seized	seized	*	*	1	*
self	self	*	*	1	self-denial
self-denial	self·-de·ni·al	*	*	4	*
send	send	*	*	1	*
sends	sends	*	*	1	*
sense	sense	*	*	1	*
senseless	sense·less	*	*	2	*
senses	sens·es	*	*	2	*
sent	sent	*	*	1	*
sentence	sen·tence	*	*	2	*
separated	sep·a·rat·ed	*	*	4	*
seraph	ser·aph	*	*	2	*
seraphic	se·raph·ic	*	*	3	*
serene	se·rene	*	*	2	*
servant	ser·vant	*	*	2	*
serve	serve	*	*	1	*
service	ser·vice	*	*	2	*
set	set	*	*	1	*
sets	sets	*	*	1	*
setting	set·ting	*	*	2	*
seventh	sev·enth	*	*	2	*
severe	se·vere	*	*	2	*
shade	shade	*	*	1	*
shades	shades	*	*	1	*
shadow	shad·ow	*	*	2	*
shadows	shad·ows	*	*	2	*
shake	shake	*	*	1	*
shaken	shak·en	*	*	2	*
shakes	shakes	*	*	1	*
shall	shall	*	*	1	*
shalt	shalt	*	*	1	*
shame	shame	*	*	1	*
shameful	shame·ful	*	*	2	*
shaped	shaped	*	*	1	*
share	share	*	*	1	*
sharer	shar·er	*	*	2	*
sharp	sharp	*	*	1	*
she	she	*	*	1	*
shed	shed	*	*	1	*
sheds	sheds	*	*	1	*
sheep	sheep	*	*	1	*
sheet	sheet	*	*	1	*
shelter	shel·ter	*	*	2	*
shepherd	shep·herd	*	*	2	*
shepherds	shep·herds	*	*	2	*
shield	shield	*	*	1	*
shine	shine	*	*	1	*
shines	shines	*	*	1	*
shining	shin·ing	*	*	2	*
ship	ship	*	*	1	*
shone	shone	*	*	1	*
shooting	shoot·ing	*	*	2	*
shore	shore	*	*	1	*
short	short	*	*	1	*
shortly	short·ly	*	*	2	*
should	should	*	*	1	*
shout	shout	*	*	1	*
shouting	shout·ing	*	*	2	*
show	show	*	*	1	*
showed	showed	*	*	1	*
showered	show·ered	*	*	2	*
showing	show·ing	*	*	2	*
shown	shown	*	*	1	*
shows	shows	*	*	1	*
shrill	shrill	*	*	1	*
shrine	shrine	*	*	1	*
shrink	shrink	*	*	1	*
shun	shun	*	*	1	*
shut	shut	*	*	1	*
shuts	shuts	*	*	1	*
sick	sick	*	*	1	*
sickles	sick·les	*	*	2	*
sickness	sick·ness	*	*	2	*
side	side	*	*	1	*
sigh	sigh	*	*	1	*
sighing	sigh·ing	*	*	2	*
sighs	sighs	*	*	1	*
sight	sight	*	*	1	*
sightless	sight·less	*	*	2	*
signs	signs	*	*	1	*
silence	si·lence	*	*	2	*
silent	si·lent	*	*	2	*
silver	sil·ver	*	*	2	*
simple	sim·ple	*	*	2	*
sin	sin	*	*	1	*
since	since	*	*	1	*
sincere	sin·cere	*	*	2	*
sincerity	sin·cer·i·ty	*	*	4	*
sinful	sin·ful	*	*	2	*
sing	sing	*	*	1	*
singing	sing·ing	*	*	2	*
single	sin·gle	*	*	2	*
sings	sings	*	*	1	*
sink	sink	*	*	1	*
sinking	sink·ing	*	*	2	*
sinner	sin·ner	*	*	2	*
sinning	sin·ning	*	*	2	*
sins	sins	*	*	1	*
sister	sis·ter	*	*	2	*
sisters	sis·ters	*	*	2	*
sit	sit	*	*	1	*
sits	sits	*	*	1	*
sitting	sit·ting	*	*	2	*
situated	sit·u·at·ed	*	*	4	*
skies	skies	*	*	1	*
skill	skill	*	*	1	*
sky	sky	*	*	1	*
slain	slain	*	*	1	*
sleep	sleep	*	*	1	*
sleeping	sleep·ing	*	*	2	*
sleeps	sleeps	*	*	1	*
slept	slept	*	*	1	*
slight	slight	*	*	1	*
slow	slow	*	*	1	*
slowly	slow·ly	*	*	2	*
sluggish	slug·gish	*	*	2	*
slumber	slum·ber	*	*	2	*
small	small	*	*	1	*
smart	smart	*	*	1	*
smile	smile	*	*	1	*
smiled	smiled	*	*	1	*
smiles	smiles	*	*	1	*
smiling	smil·ing	*	*	2	*
smite	smite	*	*	1	*
smoke	smoke	*	*	1	*
snares	snares	*	*	1	*
snatched	snatched	*	*	1	*
snow	snow	*	*	1	*
snow-white	snow·-white	*	*	2	*
so	so	*	*	1	*
soar	soar	*	*	1	*
soaring	soar·ing	*	*	2	*
sober	so·ber	*	*	2	*
social	so·cial	*	*	2	*
soft	soft	*	*	1	*
soften	soft·en	*	*	2	*
softly	soft·ly	*	*	2	*
soil	soil	*	*	1	*
sojourner	so·journ·er	*	*	3	*
sojourns	so·journs	*	*	2	*
solace	sol·ace	*	*	2	*
soldier	sol·dier	*	*	2	*
soldiers	sol·diers	*	*	2	*
sole	sole	*	*	1	*
solemn	sol·emn	*	*	2	*
solid	sol·id	*	*	2	*
some	some	*	*	1	*
something	some·thing	*	*	2	*
sometimes	some·times	*	*	2	*
son	son	*	*	1	*
song	song	*	*	1	*
sonnet	son·net	*	*	2	*
soon	soon	*	*	1	*
sooner	soon·er	*	*	2	*
soothe	soothe	*	*	1	*
soothes	soothes	*	*	1	*
sore	sore	*	*	1	*
sorely	sore·ly	*	*	2	*
sorrow	sor·row	*	*	2	*
sorrowed	sor·rowed	*	*	2	*
sorrows	sor·rows	*	*	2	*
sorry	sor·ry	*	*	2	*
sought	sought	*	*	1	*
soul	soul	*	*	1	*
sound	sound	*	*	1	*
sounded	sound·ed	*	*	2	*
sounding	sound·ing	*	*	2	*
sounds	sounds	*	*	1	*
source	source	*	*	1	*
south	south	*	*	1	*
sown	sown	*	*	1	*
space	space	*	*	1	*
spacious	spa·cious	*	*	2	*
spake	spake	*	*	1	*
span	span	*	*	1	*
spangled	span·gled	*	*	2	*
spare	spare	*	*	1	*
spared	spared	*	*	1	*
spark	spark	*	*	1	*
sparkling	spar·kling	*	*	2	*
speak	speak	*	*	1	*
speaking	speak·ing	*	*	2	*
speaks	speaks	*	*	1	*
speech	speech	*	*	1	*
speed	speed	*	*	1	*
spend	spend	*	*	1	*
spent	spent	*	*	1	*
sphere	sphere	*	*	1	*
spheres	spheres	*	*	1	*
spices	spic·es	*	*	2	*
spied	spied	*	*	1	*
spilt	spilt	*	*	1	*
spires	spires	*	*	1	*
spirit	spir·it	*	*	2	*
spiritless	spir·it·less	*	*	3	*
spirits	spir·its	*	*	2	*
spite	spite	*	*	1	*
spoke	spoke	*	*	1	*
spoken	spo·ken	*	*	2	*
spotless	spot·less	*	*	2	*
spread	spread	*	*	1	*
spreading	spread·ing	*	*	2	*
spreads	spreads	*	*	1	*
spring	spring	*	*	1	*
springs	springs	*	*	1	*
sprinkled	sprin·kled	*	*	2	*
staff	staff	*	*	1	*
stain	stain	*	*	1	*
stains	stains	*	*	1	*
stall	stall	*	*	1	*
stamp	stamp	*	*	1	*
stand	stand	*	*	1	*
stands	stands	*	*	1	*
star	star	*	*	1	*
starry	star·ry	*	*	2	*
stars	stars	*	*	1	*
start	start	*	*	1	*
started	start·ed	*	*	2	*
starve	starve	*	*	1	*
starving	starv·ing	*	*	2	*
state	state	*	*	1	*
station	sta·tion	*	*	2	*
stations	sta·tions	*	*	2	*
stay	stay	*	*	1	*
stayed	stayed	*	*	1	*
steadfast	stead·fast	*	*	2	*
steady	stead·y	*	*	2	*
stealing	steal·ing	*	*	2	*
steals	steals	*	*	1	*
steel	steel	*	*	1	*
steep	steep	*	*	1	*
steer	steer	*	*	1	*
stem	stem	*	*	1	*
stemmed	stemmed	*	*	1	*
step	step	*	*	1	*
steps	steps	*	*	1	*
stern	stern	*	*	1	*
still	still	*	*	1	*
stilled	stilled	*	*	1	*
sting	sting	*	*	1	*
stirred	stirred	*	*	1	*
stone	stone	*	*	1	*
stones	stones	*	*	1	*
stood	stood	*	*	1	*
stoop	stoop	*	*	1	*
stopped	stopped	*	*	1	*
store	store	*	*	1	*
stored	stored	*	*	1	*
stores	stores	*	*	1	*
storm	storm	*	*	1	*
storms	storms	*	*	1	*
stormy	storm·y	*	*	2	*
story	sto·ry	*	*	2	*
straight	straight	*	*	1	*
strain	strain	*	*	1	*
strains	strains	*	*	1	*
strange	strange	*	*	1	*
stranger	strang·er	*	*	2	*
stray	stray	*	*	1	*
strayed	strayed	*	*	1	*
stream	stream	*	*	1	*
streamed	streamed	*	*	1	*
streaming	stream·ing	*	*	2	*
streams	streams	*	*	1	*
strength	strength	*	*	1	*
strengthen	strength·en	*	*	2	*
stretch	stretch	*	*	1	*
strict	strict	*	*	1	*
strife	strife	*	*	1	*
strike	strike	*	*	1	*
string	string	*	*	1	*
strings	strings	*	*	1	*
strive	strive	*	*	1	*
stroke	stroke	*	*	1	*
stroll	stroll	*	*	1	*
strolled	strolled	*	*	1	*
strong	strong	*	*	1	*
strove	strove	*	*	1	*
struggle	strug·gle	*	*	2	*
struggling	strug·gling	*	*	2	*
stubborn	stub·born	*	*	2	*
stuff	stuff	*	*	1	*
stumble	stum·ble	*	*	2	*
stung	stung	*	*	1	*
stupid	stu·pid	*	*	2	*
subdue	sub·due	*	*	2	*
subdued	sub·dued	*	*	2	*
subdues	sub·dues	*	*	2	*
sublime	sub·lime	*	*	2	*
submission	sub·mis·sion	*	*	3	*
submissive	sub·mis·sive	*	*	3	*
subside	sub·side	*	*	2	*
substantial	sub·stan·tial	*	*	3	*
